Matrix order, Jacobi Sequential, Jacobi Paralell, Seidel Sequential, Seidel Parallel, Seidel Unstable
1, 0.000710, 0.033830, 0.001050, 0.075950, 0.050520
2, 0.104130, 6.238930, 0.055500, 4.655890, 2.130300
3, 0.068830, 2.285470, 0.461430, 31.833460, 0.178720
4, 0.033650, 0.505540, 0.020850, 0.982590, 0.348210
5, 0.075960, 1.260800, 0.026040, 0.753740, 0.088790
6, 0.102240, 0.482060, 0.085810, 1.004310, 0.407830
7, 0.062610, 0.567440, 0.037410, 0.803810, 0.211670
8, 0.096500, 0.525920, 0.091700, 0.932360, 0.136260
9, 0.104240, 0.309640, 0.124290, 1.667630, 0.131860
10, 0.124970, 0.449360, 0.096710, 1.674160, 0.148020
11, 0.172440, 0.400210, 0.079360, 1.158510, 0.314700
12, 0.131330, 0.493580, 0.139470, 1.117260, 0.322340
13, 0.153750, 0.607460, 0.091770, 1.539550, 0.191390
14, 0.178180, 0.533800, 0.161410, 2.239180, 0.401690
15, 0.186330, 0.561640, 0.208740, 1.410010, 0.157220
16, 0.190460, 0.553330, 0.137300, 1.908300, 0.143360
17, 0.413840, 0.839600, 0.378070, 2.032840, 0.585800
18, 0.318460, 0.532190, 0.318330, 2.444890, 0.397370
19, 0.298320, 0.390690, 0.357270, 1.893770, 0.370870
20, 0.480550, 0.279710, 0.241900, 2.813500, 0.362480
21, 0.459680, 0.563940, 0.267090, 2.619550, 0.202890
22, 0.363340, 0.401790, 0.370390, 2.403270, 0.505470
23, 0.423850, 0.586780, 0.321530, 2.683650, 0.316330
24, 0.512850, 0.514140, 0.313140, 3.209000, 0.203100
25, 0.417890, 0.537490, 0.348910, 3.225880, 0.244170
26, 0.501190, 0.649260, 0.356190, 3.556190, 0.597110
27, 0.759830, 0.657450, 0.560970, 2.762630, 0.345570
28, 0.575340, 0.926120, 0.469760, 3.276840, 0.473480
29, 0.553660, 0.926340, 0.526310, 3.489160, 0.254930
30, 0.920230, 0.405670, 0.468040, 4.382160, 0.326840
31, 0.701410, 0.869130, 0.494140, 3.631420, 0.449700
32, 0.869760, 0.542340, 0.586390, 3.970950, 0.451950
33, 1.069320, 0.565020, 0.603510, 3.323690, 0.489420
34, 1.212090, 1.003250, 0.808400, 3.642720, 0.783120
35, 1.004060, 1.528280, 0.730960, 3.487280, 1.061260
36, 0.837260, 0.798770, 0.657780, 4.418460, 0.537720
37, 0.901780, 0.709870, 0.731820, 4.367110, 0.455330
38, 0.937800, 1.447220, 0.792380, 3.506810, 1.188160
39, 0.993690, 0.742970, 0.778740, 4.659720, 0.901270
40, 1.031680, 0.983770, 0.694650, 3.837950, 0.847770
41, 1.077400, 0.707950, 0.847020, 5.549550, 0.479980
42, 1.002650, 0.814910, 0.886360, 4.509300, 0.575260
43, 1.196170, 1.312570, 1.319730, 5.211850, 0.534570
44, 1.842670, 1.135580, 1.187340, 5.272520, 0.514490
45, 1.304630, 1.790360, 0.881730, 3.719370, 0.641090
46, 1.199510, 1.547390, 1.061230, 4.786690, 0.487510
47, 1.412550, 1.163560, 0.949560, 4.843470, 0.513820
48, 1.762390, 1.135650, 1.222760, 4.266440, 0.955330
49, 1.695510, 1.165830, 1.247900, 4.523540, 0.776850
50, 1.418230, 1.007700, 1.398510, 4.789430, 0.508760
51, 2.072980, 1.185500, 1.544630, 4.771840, 0.969290
52, 2.228130, 1.148950, 1.322510, 4.949800, 0.497350
53, 1.845420, 0.739660, 1.477590, 5.970400, 1.186730
54, 1.075660, 0.620920, 0.880950, 2.861180, 0.293290
55, 0.335000, 0.126050, 0.260730, 0.783190, 0.092080
56, 0.306180, 0.243070, 0.231230, 0.705970, 0.085910
57, 0.318510, 0.334640, 0.279890, 1.080970, 0.116170
58, 0.329940, 0.329210, 0.291220, 0.948470, 0.118130
59, 0.385840, 0.219370, 0.259080, 0.853170, 0.118130
60, 0.351220, 0.143470, 0.264360, 0.667090, 0.095050
61, 0.363710, 0.135370, 0.274430, 0.838010, 0.114010
62, 0.380100, 0.169610, 0.334920, 0.706430, 0.105750
63, 0.396120, 0.143850, 0.348240, 0.789290, 0.179450
64, 0.400750, 0.138620, 0.353010, 0.847390, 0.101710
65, 0.465550, 0.165610, 0.363650, 0.997110, 0.125370
66, 0.426900, 0.151360, 0.322280, 0.716720, 0.113390
67, 0.383790, 0.144330, 0.330370, 0.796850, 0.115650
68, 0.450660, 0.158380, 0.338960, 0.836550, 0.114840
69, 0.464700, 0.174500, 0.349790, 0.913870, 0.150940
70, 0.601670, 0.223770, 0.423210, 0.919700, 0.163370
71, 0.555020, 0.248470, 0.433410, 0.832620, 0.144070
72, 0.503430, 0.183800, 0.379890, 0.887840, 0.127160
73, 0.519480, 0.176950, 0.391400, 0.853940, 0.183590
74, 0.536750, 0.206930, 0.401810, 0.944210, 0.153410
75, 0.551190, 0.191650, 0.413070, 0.871250, 0.136320
76, 0.565740, 0.187360, 0.422120, 1.010520, 0.157520
77, 0.508310, 0.185700, 0.435690, 0.991150, 0.145210
78, 0.595530, 0.196220, 0.444460, 0.993040, 0.145050
79, 0.608190, 0.211210, 0.534620, 1.221090, 0.187760
80, 0.623900, 0.257760, 0.549030, 1.034310, 0.176380
81, 0.638890, 0.212520, 0.480110, 1.145560, 0.168790
82, 0.650300, 0.238860, 0.572240, 0.978140, 0.174480
83, 0.666780, 0.270930, 0.588050, 1.010840, 0.183040
84, 0.685060, 0.224680, 0.601110, 1.019570, 0.191190
85, 0.612490, 0.262970, 0.527770, 1.021780, 0.169440
86, 0.723940, 0.239570, 0.541730, 1.202810, 0.195940
87, 0.733410, 0.291160, 0.552660, 1.081130, 0.177980
88, 0.749240, 0.257150, 0.563980, 1.111660, 0.226420
89, 0.673690, 0.220420, 0.580590, 1.138690, 0.194730
90, 0.687830, 0.235750, 0.589320, 1.037940, 0.188660
91, 0.800140, 0.260500, 0.601480, 1.215750, 0.194700
92, 0.816980, 0.273650, 0.717270, 1.113500, 0.237990
93, 0.835560, 0.270900, 0.628010, 1.118410, 0.245940
94, 0.918390, 0.282180, 0.757420, 1.407310, 0.260960
95, 0.769300, 0.276530, 0.660960, 1.237010, 0.222910
96, 0.890570, 0.328150, 0.669570, 1.600930, 0.255910
97, 0.913110, 0.304460, 0.687980, 1.579380, 0.236970
98, 0.812210, 0.301630, 0.698410, 1.331500, 0.260520
99, 0.829520, 0.282520, 0.712920, 1.421980, 0.230130
100, 0.843200, 0.267870, 0.724940, 1.489890, 0.314890
101, 0.860910, 0.273130, 0.740470, 1.275850, 0.244340
102, 1.005690, 0.317830, 0.756390, 1.266230, 0.261110
103, 1.156840, 0.367070, 0.771430, 1.317640, 0.279880
104, 1.046540, 0.381980, 0.788330, 1.346420, 0.295140
105, 0.931840, 0.306420, 0.800880, 1.564180, 0.252990
106, 1.085660, 0.391600, 0.949070, 1.271960, 0.270720
107, 0.967970, 0.314580, 0.831460, 1.392120, 0.299260
108, 0.981530, 0.323360, 0.843270, 1.381680, 0.307370
109, 1.144440, 0.373990, 1.003510, 1.659660, 0.270160
110, 1.169120, 0.377380, 1.024100, 1.351670, 0.366810
111, 1.191900, 0.416210, 0.895230, 1.533020, 0.365670
112, 1.206820, 0.375760, 0.907940, 1.350880, 0.355790
113, 1.383810, 0.439490, 1.076880, 1.554830, 0.353620
114, 1.249880, 0.408230, 0.940300, 1.800660, 0.291420
115, 1.274650, 0.443800, 0.956260, 1.482220, 0.344650
116, 1.292870, 0.422120, 0.972370, 1.538850, 0.334530
117, 1.150290, 0.378810, 0.989270, 1.572920, 0.306140
118, 1.171880, 0.362110, 1.005740, 1.493650, 0.331060
119, 1.361570, 0.443560, 1.025220, 1.529370, 0.349790
120, 1.555640, 0.519300, 1.214790, 1.595060, 0.420240
121, 1.405860, 0.433610, 1.056690, 1.605510, 0.397940
122, 1.428210, 0.504660, 1.253260, 1.870920, 0.462210
123, 1.455580, 0.470970, 1.091820, 2.042110, 0.459660
124, 1.478640, 0.487540, 1.112810, 1.616250, 0.354420
125, 1.499720, 0.463310, 1.127940, 1.644410, 0.365290
126, 1.573850, 0.524600, 1.182890, 1.673940, 0.490590
127, 1.396950, 0.460170, 1.201230, 2.002530, 0.384680
128, 1.766750, 0.613570, 1.180320, 1.859210, 0.398160
129, 1.596780, 1.107340, 1.400400, 1.992150, 0.564670
130, 1.419760, 0.517500, 1.222130, 1.713920, 0.402790
131, 1.441500, 0.887840, 1.239940, 2.553060, 0.409080
132, 2.010560, 0.531900, 1.310640, 2.257950, 0.404870
133, 1.513900, 0.459690, 1.351060, 1.810760, 0.401520
134, 1.556400, 0.467530, 1.329210, 2.059670, 0.392060
135, 1.682960, 1.389410, 1.560330, 2.537520, 0.675730
136, 1.701350, 0.506530, 1.390320, 1.490560, 0.435480
137, 1.944310, 0.646650, 1.443540, 1.870820, 0.429310
138, 1.950080, 0.602150, 1.767220, 2.184090, 0.654420
139, 1.633850, 0.515060, 1.400230, 1.982640, 0.446990
140, 1.642380, 0.584750, 1.412730, 1.939590, 0.433010
141, 1.916190, 0.594520, 1.678850, 1.821810, 0.452760
142, 1.696280, 0.593510, 1.457860, 1.876890, 0.452700
143, 1.727220, 0.537200, 1.483470, 1.846010, 0.477140
144, 1.740620, 0.546510, 1.740750, 1.843190, 0.481900
145, 1.767880, 0.539250, 1.516090, 1.908490, 0.486730
146, 1.793600, 0.554200, 1.540790, 1.922440, 0.500490
147, 2.072540, 0.733940, 1.555220, 1.903650, 0.521920
148, 2.099720, 0.674040, 1.840420, 1.974090, 0.596870
149, 1.863100, 0.586400, 1.598740, 2.041570, 0.505670
150, 1.887990, 0.566540, 1.620440, 2.056120, 0.484670
151, 1.916090, 0.693340, 1.643280, 2.012210, 0.520980
152, 2.488880, 0.820700, 1.937870, 2.080030, 0.513880
153, 2.248290, 0.704260, 1.692200, 2.069950, 0.512180
154, 1.986000, 0.635820, 1.707710, 2.031140, 0.532730
155, 2.018250, 0.638630, 1.737000, 1.723010, 0.614880
156, 2.045760, 0.676740, 1.753320, 2.399450, 0.529310
157, 2.068760, 0.660220, 1.776530, 2.084100, 0.555420
158, 2.108040, 0.706950, 1.807310, 2.498880, 0.562800
159, 2.753960, 0.845410, 1.845030, 2.280190, 0.723450
160, 2.146990, 0.653970, 1.536460, 2.121270, 0.591050
161, 2.217490, 0.666150, 1.878400, 3.052950, 0.643270
162, 2.596370, 0.763770, 1.887770, 2.349810, 0.629930
163, 2.271810, 0.732350, 1.957940, 2.286160, 0.575140
164, 2.301550, 0.677120, 1.982810, 2.285980, 0.601470
165, 2.282910, 0.735990, 1.671590, 2.233250, 0.749010
166, 2.349820, 0.690260, 1.983360, 2.431870, 0.610660
167, 2.380980, 0.776750, 2.053720, 2.241070, 0.606760
168, 2.397820, 0.726250, 2.028620, 2.357210, 0.809960
169, 2.393020, 0.815270, 2.099440, 2.360810, 0.667040
170, 2.857790, 0.865350, 2.121930, 1.918710, 0.736690
171, 2.881390, 0.838790, 2.142410, 2.951380, 0.823110
172, 2.520040, 0.751260, 2.125480, 2.463910, 0.656170
173, 2.596380, 0.769360, 2.147790, 2.898050, 0.712370
174, 2.973960, 0.902300, 2.228790, 2.461050, 0.853530
175, 2.979650, 0.936240, 2.252180, 2.565510, 0.724970
176, 2.588420, 0.901430, 2.222120, 2.435950, 0.820430
177, 2.699060, 0.801660, 2.290430, 2.509980, 0.689070
178, 2.657150, 0.810950, 2.014080, 2.528070, 0.809550
179, 2.767260, 0.935360, 2.307510, 2.545630, 0.738800
180, 3.102000, 0.960830, 2.333580, 2.575030, 0.775180
181, 2.742500, 0.847210, 2.349560, 2.609800, 0.715170
182, 3.169810, 1.037280, 2.384090, 2.579000, 0.843820
183, 2.807040, 0.872970, 2.413160, 2.553920, 0.625100
184, 2.834020, 0.880770, 2.435480, 2.592180, 0.771010
185, 2.854670, 0.881040, 2.455600, 2.616880, 0.790960
186, 2.895140, 0.933990, 2.483800, 2.612430, 0.736760
187, 2.919340, 0.928120, 2.515210, 2.614480, 0.773210
188, 2.959490, 0.920090, 2.539080, 2.240960, 0.805530
189, 2.981040, 0.982550, 2.561020, 2.684490, 0.819000
190, 3.943990, 1.165250, 2.627640, 2.694420, 0.952880
191, 3.098340, 0.939630, 2.657380, 2.695330, 0.858360
192, 3.527470, 1.140160, 2.649880, 2.730060, 0.937780
193, 3.109930, 0.988790, 2.672440, 2.775680, 0.863540
194, 3.140870, 0.964300, 2.698450, 2.836640, 0.890280
195, 3.637860, 1.122330, 3.187410, 2.858760, 0.847080
196, 3.206240, 0.993290, 2.760620, 2.838830, 0.882940
197, 3.708300, 1.099570, 2.780430, 2.845590, 0.959850
198, 3.283650, 1.010790, 2.816360, 2.820070, 0.842830
199, 3.793870, 1.179350, 2.374310, 2.896920, 0.869630
200, 3.344050, 1.045260, 2.871950, 3.398970, 0.891660
201, 2.885990, 0.866030, 2.892770, 2.989840, 0.978510
202, 3.407410, 1.056700, 2.923540, 3.030170, 0.917960
203, 2.956520, 0.887630, 2.465200, 2.949000, 0.959070
204, 3.477740, 1.094860, 2.980600, 2.943750, 0.929890
205, 4.004940, 1.201440, 3.014550, 2.976570, 0.905360
206, 3.558290, 1.088070, 2.545390, 3.025880, 0.937490
207, 3.074300, 0.939450, 3.083140, 3.060950, 0.936480
208, 3.608470, 1.079400, 2.587200, 2.537530, 0.949100
209, 4.171710, 1.277700, 3.134830, 3.113520, 0.962950
210, 3.682020, 1.152830, 3.159470, 2.526700, 1.039700
211, 3.185720, 1.004650, 3.190600, 3.091860, 1.013200
212, 4.296490, 1.301220, 3.224100, 3.082200, 1.055130
213, 3.782850, 1.182820, 3.253160, 3.107440, 1.064450
214, 4.375150, 1.362330, 3.283460, 3.132050, 1.072390
215, 3.872170, 1.157070, 3.325570, 3.217950, 1.020320
216, 3.891490, 1.200830, 3.340890, 3.169130, 1.050160
217, 3.934070, 1.213330, 3.379760, 3.233530, 1.017650
218, 3.983280, 1.178400, 3.411190, 3.253060, 1.027550
219, 4.573230, 1.353670, 3.445520, 3.361850, 1.101240
220, 4.646990, 1.424700, 3.472570, 3.217890, 1.272630
221, 4.672900, 1.415490, 3.501980, 3.262180, 1.074970
222, 4.142500, 1.286870, 3.554740, 3.369000, 1.062960
223, 4.186900, 1.262500, 3.603480, 3.375320, 0.903950
224, 4.175890, 1.256350, 3.594570, 3.525480, 1.077640
225, 4.276900, 1.407340, 3.041470, 3.501550, 1.106490
226, 3.654930, 1.101710, 3.663460, 3.460990, 1.132730
227, 4.297560, 1.289500, 3.076350, 3.500770, 1.011470
228, 4.341280, 1.317660, 3.102690, 2.955850, 1.150810
229, 5.000040, 1.509350, 4.380680, 3.527950, 1.209180
230, 3.783770, 1.155770, 3.788230, 3.568720, 1.156170
231, 4.463730, 1.406410, 3.835190, 3.497460, 1.186170
232, 5.131500, 1.608740, 4.500200, 4.079300, 1.397230
233, 4.532950, 1.376440, 3.897430, 3.620410, 1.229310
234, 4.576420, 1.421720, 3.919490, 2.967770, 1.297730
235, 5.290720, 1.624590, 4.612340, 3.528110, 1.197960
236, 4.645400, 1.429000, 3.980960, 3.751990, 1.205760
237, 4.679430, 1.499600, 4.014500, 3.096010, 1.161160
238, 4.745160, 1.413590, 3.393670, 3.787770, 1.255070
239, 4.780370, 1.414220, 4.096260, 3.748240, 1.444330
240, 5.492060, 1.729090, 4.827370, 3.777690, 1.303060
241, 4.850160, 1.513490, 4.153860, 3.785550, 1.349880
242, 4.879800, 1.481700, 4.203990, 3.953560, 1.302910
243, 4.931440, 1.568930, 4.220950, 4.377870, 1.370250
244, 4.969060, 1.546680, 4.270420, 3.847180, 1.306590
245, 5.011660, 1.556200, 4.284750, 3.878860, 1.236000
246, 5.074700, 1.500490, 4.333770, 3.764190, 1.265860
247, 5.090890, 1.546480, 4.383980, 3.759340, 1.294910
248, 5.143700, 1.547450, 4.403150, 3.838090, 1.370490
249, 5.177500, 1.563740, 3.690150, 3.859090, 1.313970
250, 5.209740, 1.572480, 4.479580, 3.940270, 1.359760
251, 5.249980, 1.639060, 4.510080, 3.895490, 1.474170
252, 4.523420, 1.350810, 4.548740, 3.973000, 1.408040
253, 6.036220, 1.774560, 5.185530, 4.198990, 1.588750
254, 5.710590, 1.706690, 4.903180, 4.165750, 1.462000
255, 6.474190, 1.843490, 5.562570, 4.233810, 1.525130
256, 6.266390, 1.848140, 3.906990, 4.056000, 1.370220
257, 5.514950, 1.682080, 4.713100, 4.214250, 1.360990
258, 5.564520, 1.635940, 4.765450, 4.114920, 1.413380
259, 7.206410, 2.215520, 5.597770, 3.424840, 1.558290
260, 5.638390, 1.814900, 4.845040, 4.107140, 1.536400
261, 5.675340, 1.739530, 4.874460, 4.167900, 1.511750
262, 5.732290, 1.666900, 4.921330, 4.168520, 1.604960
263, 5.776140, 1.729760, 4.110880, 4.400890, 1.463930
264, 5.813370, 1.774130, 4.161280, 4.270810, 1.358450
265, 6.685670, 2.085490, 5.859910, 4.226550, 1.882340
266, 5.899340, 1.774120, 5.064350, 3.587500, 1.574310
267, 5.932900, 1.838430, 5.091270, 4.477110, 1.614980
268, 5.978380, 1.836330, 5.142770, 4.551850, 1.530780
269, 6.046650, 1.894350, 5.160380, 4.312720, 1.593400
270, 6.076980, 1.803470, 5.229500, 4.520860, 1.539180
271, 6.132070, 1.810270, 5.292430, 4.392630, 1.538190
272, 6.149480, 1.829800, 5.288440, 4.681920, 1.413900
273, 6.237820, 1.837250, 5.339960, 4.407140, 1.597310
274, 6.262260, 1.922480, 5.378520, 4.407170, 1.627410
275, 6.311660, 1.911540, 5.418400, 4.521950, 1.985220
276, 7.266590, 2.205180, 5.443490, 4.639280, 1.871810
277, 6.392010, 1.900570, 5.492310, 4.572000, 1.994660
278, 6.460730, 1.918050, 5.540390, 4.543480, 1.436680
279, 7.427640, 2.278330, 5.566250, 4.681470, 1.706160
280, 6.543320, 1.990440, 5.614870, 3.841610, 1.701070
281, 7.529030, 2.300780, 5.644840, 4.018190, 1.760880
282, 6.624160, 2.002070, 5.687590, 4.714190, 1.716030
283, 6.682600, 2.037540, 5.734970, 4.697730, 1.764930
284, 6.719330, 2.082780, 5.754300, 4.770030, 1.752310
285, 6.767070, 2.059040, 5.801450, 4.785240, 1.763770
286, 6.880570, 2.019930, 5.886870, 4.761130, 1.746530
287, 5.916100, 1.872840, 4.931030, 4.784140, 1.770680
288, 6.916150, 2.095880, 5.933710, 4.831310, 1.795190
289, 6.968180, 2.086440, 6.027930, 4.950300, 1.816080
290, 7.005130, 2.194810, 6.007800, 4.823530, 1.903360
291, 7.058940, 2.146380, 6.062140, 4.778460, 1.961520
292, 7.104940, 2.143550, 6.091380, 4.822530, 1.951810
293, 7.142970, 2.134850, 6.129060, 4.887810, 1.935800
294, 7.221250, 2.158580, 6.192510, 4.975870, 1.873160
295, 7.248590, 2.303670, 5.174900, 4.224240, 1.660750
296, 8.334900, 2.550410, 5.213120, 4.978830, 1.975480
297, 7.365570, 2.253780, 6.297190, 5.886850, 1.866110
298, 7.407240, 2.251120, 6.354430, 5.121740, 1.918950
299, 6.382980, 1.949940, 6.382470, 5.094390, 1.966120
300, 6.423800, 1.970930, 6.438420, 5.047640, 1.987860
301, 8.634070, 2.613860, 7.549290, 5.141310, 2.290140
302, 7.616540, 2.359930, 6.533580, 4.328060, 1.630970
303, 7.680570, 2.331840, 6.571760, 5.221460, 2.056770
304, 7.689390, 2.305000, 6.615400, 5.197570, 2.038180
305, 7.748990, 2.410700, 6.634440, 5.149570, 1.973130
306, 7.799550, 2.277750, 5.578100, 4.372170, 2.143000
307, 8.986680, 2.729340, 6.743420, 5.271730, 2.424480
308, 7.942730, 2.348500, 6.779400, 5.305010, 2.097640
309, 7.942150, 2.493000, 6.810680, 6.423010, 2.117920
310, 8.026840, 2.431640, 6.884440, 5.400950, 2.048000
311, 8.069610, 2.461490, 6.930040, 5.534880, 2.186240
312, 8.102150, 2.683130, 6.946550, 5.388660, 2.223310
313, 8.188300, 2.513690, 6.997180, 4.494100, 2.088210
314, 9.386360, 2.920180, 7.033330, 5.641300, 2.133730
315, 8.268150, 2.482650, 7.079350, 5.541390, 2.112960
316, 8.310430, 2.584330, 7.120470, 5.522950, 2.168470
317, 9.572250, 2.856240, 7.172490, 5.744890, 2.138830
318, 8.571580, 2.495880, 6.105340, 4.620810, 2.214300
319, 7.358240, 2.234390, 7.388140, 5.627110, 1.879940
320, 8.524420, 2.593310, 7.321750, 5.603170, 2.326820
321, 8.582430, 2.625090, 7.359870, 4.730780, 2.215890
322, 8.636720, 2.616860, 7.417580, 5.703450, 2.080300
323, 8.700370, 2.658150, 6.211930, 5.688030, 1.905460
324, 7.483910, 2.266480, 7.486700, 5.698640, 2.353350
325, 8.805610, 2.679480, 7.551220, 6.656910, 2.304160
326, 8.867950, 2.644360, 7.593080, 5.867120, 2.247200
327, 8.909580, 2.825390, 7.632120, 5.907160, 1.879780
328, 8.994830, 2.626990, 7.670400, 5.819040, 2.258820
329, 10.299390, 3.114030, 9.013210, 5.858980, 2.371180
330, 7.751370, 2.392890, 7.774220, 5.733630, 2.203100
331, 9.132360, 2.707590, 7.833550, 5.871050, 2.433940
332, 9.179540, 2.752450, 7.876010, 5.944330, 2.385280
333, 9.225210, 2.775870, 7.893170, 5.159230, 2.363860
334, 9.312370, 2.774450, 7.986750, 5.916500, 2.521000
335, 9.464180, 2.796980, 6.737210, 6.226100, 2.456330
336, 9.396470, 2.826620, 8.068300, 7.168050, 2.492680
337, 8.099390, 2.486830, 6.753170, 6.192110, 2.538970
338, 9.510230, 2.827330, 8.165170, 6.138140, 2.566770
339, 9.572050, 2.914840, 8.201080, 6.103740, 2.584420
340, 9.638240, 2.845560, 6.872760, 6.075450, 2.045930
341, 8.303380, 2.470890, 8.284600, 6.207330, 2.027190
342, 9.839940, 2.996660, 8.438670, 6.266510, 2.516970
343, 9.824140, 2.888390, 6.991170, 5.363200, 2.340750
344, 9.853670, 2.991770, 8.455060, 6.383980, 2.577740
345, 9.901470, 3.061480, 8.501930, 7.434150, 2.479390
346, 11.408680, 3.394680, 9.985160, 6.272490, 2.653220
347, 10.014200, 3.041720, 8.584550, 6.369680, 2.333680
348, 10.067250, 3.104180, 8.633920, 5.302720, 2.290970
349, 10.145060, 3.024930, 8.700000, 5.395870, 2.684300
350, 8.799030, 2.616710, 8.816730, 6.436700, 2.258940
351, 10.330850, 3.265100, 8.852280, 6.529190, 2.606000
352, 11.796520, 3.621800, 10.333280, 6.401200, 2.708340
353, 10.372750, 3.115340, 8.895550, 5.452910, 2.764840
354, 10.434540, 3.097310, 7.452170, 6.657920, 2.735050
355, 8.990900, 2.736630, 7.485120, 7.673330, 2.332750
356, 10.542900, 3.246120, 10.556870, 6.530540, 2.725250
357, 10.586960, 3.196360, 9.155720, 6.661840, 2.903510
358, 10.676470, 3.216090, 9.178730, 6.547040, 2.767140
359, 10.767350, 3.236530, 9.226670, 6.581240, 2.727970
360, 10.801350, 3.287620, 9.263480, 6.647400, 2.840120
361, 10.848520, 3.326590, 9.311300, 7.816430, 2.739620
362, 10.914010, 3.194700, 10.931590, 6.820750, 2.841750
363, 10.985300, 3.342350, 9.422830, 6.729390, 2.845300
364, 11.026090, 3.371220, 9.463220, 6.760260, 2.917130
365, 9.501680, 2.765510, 9.466080, 6.989900, 2.856460
366, 11.186170, 3.365240, 9.612080, 6.869970, 2.967520
367, 11.238030, 3.432690, 9.634770, 6.819160, 2.958800
368, 11.275440, 3.421260, 9.659910, 6.878570, 2.569990
369, 12.936400, 3.898940, 9.705630, 6.994870, 3.038490
370, 9.734620, 3.092480, 9.733790, 6.003600, 2.955500
371, 11.470850, 3.558840, 9.840610, 5.929430, 2.520640
372, 11.479220, 3.359530, 8.269210, 5.752940, 2.914740
373, 11.580920, 3.565770, 9.928090, 7.107670, 2.822150
374, 13.310820, 4.013650, 11.654440, 7.062620, 3.541140
375, 10.040500, 3.011710, 8.369620, 5.950970, 3.088890
376, 10.073980, 3.032980, 10.069310, 7.126270, 3.077740
377, 11.828610, 3.494380, 10.155660, 5.995510, 2.862090
378, 10.200280, 3.102850, 10.182660, 7.139430, 2.610860
379, 11.961440, 3.635800, 8.535190, 7.180580, 3.073460
380, 12.027170, 3.560150, 10.307570, 7.248850, 3.145310
381, 12.080240, 3.612650, 10.360900, 7.381140, 3.165040
382, 10.741910, 3.213840, 8.950980, 7.442090, 2.686660
383, 14.535660, 4.407370, 10.996600, 6.356010, 3.338320
384, 10.728020, 3.274170, 10.668830, 7.429110, 3.283190
385, 10.718940, 3.263900, 10.657530, 7.440020, 3.289890
386, 14.456200, 4.293920, 12.532010, 7.652740, 3.404020
387, 10.790860, 3.232220, 10.817100, 6.315110, 2.799350
388, 12.518470, 3.777660, 10.714540, 7.594590, 3.235050
389, 12.603350, 3.846410, 10.792350, 7.624680, 3.164410
390, 10.842650, 3.320370, 9.040690, 8.828080, 3.035180
391, 10.946980, 3.265420, 9.102630, 6.235820, 2.793110
392, 12.767950, 3.968440, 10.945510, 6.438100, 3.338790
393, 14.682040, 4.432490, 11.020410, 7.647050, 3.981920
394, 14.774940, 4.404800, 12.943000, 7.753280, 3.430930
395, 12.987310, 3.902960, 11.145080, 7.708630, 3.376820
396, 13.035490, 4.046120, 11.162470, 6.795740, 3.292900
397, 13.117940, 4.012410, 11.235710, 7.736990, 3.410150
398, 13.258990, 3.872420, 11.378600, 6.432140, 3.341600
399, 13.307550, 3.964450, 11.396500, 7.865190, 3.445040
400, 13.318760, 3.979840, 9.506240, 6.574340, 3.462050
401, 13.402810, 3.993690, 11.480060, 7.883650, 3.525410
402, 13.461600, 4.123020, 11.540450, 6.711080, 3.561010
403, 11.620440, 3.444470, 11.565340, 8.052140, 3.450900
404, 11.623610, 3.409910, 9.691350, 7.830690, 3.168790
405, 13.630770, 4.183970, 11.699470, 7.857420, 3.771250
406, 13.737710, 4.111230, 11.776810, 7.941010, 3.478120
407, 13.793730, 4.071190, 11.834530, 8.065920, 3.666950
408, 13.864920, 4.153380, 11.881440, 8.103480, 3.572470
409, 13.928350, 4.161480, 11.942450, 8.194780, 3.305690
410, 16.000760, 4.751680, 11.998410, 8.121070, 3.640120
411, 14.070640, 4.251420, 12.058880, 8.201080, 3.084780
412, 12.106660, 3.647380, 10.080670, 8.431310, 3.397490
413, 14.190160, 4.430360, 12.172730, 8.323700, 3.678850
414, 14.358870, 4.310430, 12.296410, 8.303780, 3.715070
415, 14.433750, 4.339910, 12.381850, 8.455420, 3.785140
416, 12.324160, 3.868360, 10.283770, 6.997420, 3.170270
417, 14.464830, 4.376700, 12.407610, 8.456390, 3.784310
418, 12.485030, 3.742370, 12.474870, 6.932000, 3.171010
419, 14.612650, 4.336780, 10.453970, 8.497480, 3.310050
420, 14.688240, 4.474960, 12.582410, 8.506410, 3.814430
421, 14.748240, 4.453530, 10.527540, 8.470790, 3.855720
422, 14.836840, 4.429750, 10.593110, 6.948790, 4.092780
423, 12.767270, 3.931080, 10.633420, 8.549360, 3.305640
424, 14.943010, 4.512050, 12.802600, 10.155150, 3.980610
425, 12.887330, 3.833100, 12.888950, 8.689980, 3.762260
426, 15.103770, 4.529500, 12.952100, 8.706190, 3.936650
427, 15.157260, 4.541500, 13.000550, 8.926140, 4.007860
428, 15.227760, 4.552150, 13.075270, 8.768750, 3.959280
429, 15.293000, 4.712120, 10.918760, 8.877070, 3.608050
430, 15.408630, 4.567060, 13.225410, 8.949300, 4.139190
431, 15.508000, 4.739400, 13.293610, 8.975250, 4.085680
432, 13.293910, 4.032960, 13.295970, 8.875230, 4.001390
433, 15.563630, 4.735500, 13.356070, 9.179020, 3.591650
434, 15.694330, 4.665910, 11.196390, 8.984090, 4.052100
435, 13.497970, 4.033790, 11.249370, 9.038480, 3.504380
